x,y,QUARTER,TIME_REMAINING,PLAYER,MAKE_MISS,VALUE,DISTANCE,team
24.0 ft,4.08 ft,2.0,0:18.0,Kevin Durant,MAKE,2.0,1 ft,
37.0 ft,14.9 ft,3.0,10:45.0,Kevin Durant,MAKE,2.0,18 ft,
19.4 ft,7.76 ft,3.0,7:48.0,Kevin Durant,MAKE,2.0,6 ft,
33.1 ft,26.8 ft,3.0,4:37.0,Kevin Durant,MAKE,3.0,25 ft,
24.0 ft,7.66 ft,3.0,2:24.0,Kevin Durant,MISS,2.0,4 ft,
29.0 ft,27.3 ft,3.0,0:31.0,Kevin Durant,MISS,3.0,25 ft,
37.8 ft,23.7 ft,1.0,9:33.0,Kevin Durant,MISS,3.0,25 ft,
24.7 ft,3.28 ft,1.0,7:07.0,Kevin Durant,MAKE,2.0,1 ft,
23.9 ft,2.78 ft,1.0,6:29.0,Kevin Durant,MAKE,2.0,0 ft,
32.8 ft,26.2 ft,1.0,4:32.0,Kevin Durant,MISS,3.0,25 ft,
11.8 ft,6.67 ft,1.0,3:25.0,Kevin Durant,MISS,2.0,13 ft,
27.8 ft,17.8 ft,1.0,3:00.0,Kevin Durant,MISS,2.0,15 ft,
23.7 ft,10.9 ft,1.0,2:42.0,Kevin Durant,MISS,2.0,8 ft,
25.3 ft,11.8 ft,1.0,1:47.0,Kevin Durant,MISS,2.0,9 ft,
25.9 ft,12.2 ft,1.0,1:00.0,Kevin Durant,MISS,2.0,9 ft,
28.1 ft,27.6 ft,1.0,0:05.0,Kevin Durant,MISS,3.0,25 ft,
35.0 ft,5.17 ft,2.0,5:42.0,Kevin Durant,MAKE,2.0,11 ft,
24.0 ft,3.28 ft,2.0,4:59.0,Kevin Durant,MAKE,2.0,0 ft,
29.2 ft,14.1 ft,2.0,4:20.0,Kevin Durant,MISS,2.0,12 ft,
35.4 ft,8.76 ft,2.0,0:49.0,Kevin Durant,MAKE,2.0,13 ft,
13.0 ft,26.3 ft,2.0,0:02.0,Kevin Durant,MISS,3.0,26 ft,
23.9 ft,8.96 ft,3.0,11:33.0,Kevin Durant,MAKE,2.0,6 ft,
6.7 ft,22.4 ft,3.0,8:19.0,Kevin Durant,MAKE,3.0,26 ft,
29.2 ft,13.5 ft,3.0,7:48.0,Kevin Durant,MAKE,2.0,12 ft,
41.3 ft,22.2 ft,3.0,6:57.0,Kevin Durant,MISS,3.0,26 ft,
1.2 ft,4.08 ft,3.0,6:12.0,Kevin Durant,MISS,3.0,23 ft,
18.8 ft,21.9 ft,3.0,2:02.0,Kevin Durant,MAKE,2.0,19 ft,
17.0 ft,11.5 ft,3.0,1:31.0,Kevin Durant,MISS,2.0,11 ft,
46.8 ft,9.75 ft,4.0,7:45.0,Kevin Durant,MISS,3.0,24 ft,
23.9 ft,3.58 ft,4.0,5:48.0,Kevin Durant,MAKE,2.0,0 ft,
21.0 ft,21.7 ft,4.0,0:57.0,Kevin Durant,MISS,2.0,19 ft,
36.4 ft,24.7 ft,1.0,11:15.0,Kevin Durant,MAKE,3.0,25 ft,
27.0 ft,10.7 ft,1.0,4:17.0,Kevin Durant,MISS,2.0,8 ft,
33.5 ft,12.8 ft,1.0,2:13.0,Kevin Durant,MISS,2.0,14 ft,
37.5 ft,10.2 ft,1.0,2:01.0,Kevin Durant,MISS,2.0,15 ft,
39.6 ft,5.47 ft,1.0,1:56.0,Kevin Durant,MAKE,2.0,16 ft,
37.8 ft,23.5 ft,1.0,0:44.0,Kevin Durant,MAKE,3.0,25 ft,
39.3 ft,12.5 ft,2.0,3:23.0,Kevin Durant,MAKE,2.0,18 ft,
32.5 ft,21.0 ft,2.0,1:55.0,Kevin Durant,MISS,2.0,20 ft,
24.2 ft,3.78 ft,3.0,11:20.0,Kevin Durant,MAKE,2.0,1 ft,
24.8 ft,3.68 ft,3.0,8:38.0,Kevin Durant,MAKE,2.0,1 ft,
10.2 ft,11.4 ft,3.0,3:50.0,Kevin Durant,MAKE,2.0,16 ft,
24.9 ft,12.7 ft,3.0,1:52.0,Kevin Durant,MAKE,2.0,10 ft,
44.8 ft,19.5 ft,1.0,10:26.0,Kevin Durant,MAKE,3.0,26 ft,
1.70 ft,14.2 ft,1.0,8:09.0,Kevin Durant,MISS,3.0,25 ft,
35.1 ft,12.6 ft,1.0,7:32.0,Kevin Durant,MISS,2.0,15 ft,
17.9 ft,18.4 ft,1.0,5:54.0,Kevin Durant,MAKE,2.0,16 ft,
28.1 ft,12.3 ft,1.0,5:30.0,Kevin Durant,MAKE,2.0,10 ft,
11.7 ft,10.9 ft,1.0,3:39.0,Kevin Durant,MAKE,2.0,15 ft,
40.5 ft,26.2 ft,1.0,1:03.0,Kevin Durant,MISS,3.0,28 ft,
24.9 ft,28.5 ft,1.0,0:32.0,Kevin Durant,MISS,3.0,25 ft,
11.3 ft,5.27 ft,2.0,5:41.0,Kevin Durant,MAKE,2.0,13 ft,
14.0 ft,15.8 ft,2.0,4:39.0,Kevin Durant,MAKE,2.0,16 ft,
37.9 ft,13.8 ft,2.0,4:09.0,Kevin Durant,MISS,2.0,18 ft,
32.6 ft,8.76 ft,2.0,2:08.0,Kevin Durant,MAKE,2.0,10 ft,
16.6 ft,10.2 ft,2.0,1:12.0,Kevin Durant,MAKE,2.0,10 ft,
41.0 ft,24.2 ft,3.0,10:25.0,Kevin Durant,MAKE,3.0,27 ft,
2.7 ft,18.9 ft,3.0,9:36.0,Kevin Durant,MISS,3.0,27 ft,
24.4 ft,6.67 ft,3.0,8:41.0,Kevin Durant,MAKE,2.0,3 ft,
47.5 ft,11.0 ft,3.0,6:41.0,Kevin Durant,MAKE,3.0,25 ft,
32.3 ft,9.26 ft,3.0,4:05.0,Kevin Durant,MAKE,2.0,10 ft,
28.7 ft,17.2 ft,3.0,3:24.0,Kevin Durant,MISS,2.0,15 ft,
35.8 ft,13.6 ft,4.0,9:49.0,Kevin Durant,MISS,2.0,16 ft,
11.6 ft,16.1 ft,4.0,7:03.0,Kevin Durant,MISS,2.0,18 ft,
19.2 ft,6.77 ft,4.0,6:53.0,Kevin Durant,MISS,2.0,6 ft,
2.4 ft,18.1 ft,4.0,0:34.0,Kevin Durant,MISS,3.0,26 ft,
0.70 ft,12.5 ft,4.0,0:21.0,Kevin Durant,MAKE,3.0,25 ft,
28.5 ft,13.7 ft,1.0,9:17.0,Kevin Durant,MISS,2.0,12 ft,
31.3 ft,18.4 ft,1.0,8:03.0,Kevin Durant,MAKE,2.0,17 ft,
32.6 ft,16.3 ft,1.0,6:07.0,Kevin Durant,MAKE,2.0,16 ft,
23.1 ft,3.58 ft,1.0,5:39.0,Kevin Durant,MAKE,2.0,1 ft,
11.8 ft,4.68 ft,1.0,4:49.0,Kevin Durant,MAKE,2.0,12 ft,
24.8 ft,4.87 ft,1.0,3:20.0,Kevin Durant,MAKE,2.0,2 ft,
10.7 ft,10.2 ft,1.0,2:14.0,Kevin Durant,MISS,2.0,15 ft,
29.2 ft,10.4 ft,1.0,0:58.0,Kevin Durant,MISS,2.0,9 ft,
25.0 ft,5.37 ft,1.0,0:56.0,Kevin Durant,MISS,2.0,2 ft,
28.4 ft,20.9 ft,1.0,0:03.0,Kevin Durant,MAKE,2.0,18 ft,
40.8 ft,14.3 ft,2.0,1:15.0,Kevin Durant,MAKE,2.0,20 ft,
14.7 ft,17.6 ft,3.0,11:48.0,Kevin Durant,MAKE,2.0,17 ft,
34.3 ft,28.7 ft,3.0,10:10.0,Kevin Durant,MAKE,3.0,28 ft,
14.7 ft,18.8 ft,3.0,6:09.0,Kevin Durant,MAKE,2.0,18 ft,
37.8 ft,4.68 ft,3.0,2:28.0,Kevin Durant,MAKE,2.0,14 ft,
10.6 ft,18.6 ft,3.0,0:43.0,Kevin Durant,MAKE,2.0,20 ft,
28.5 ft,20.7 ft,4.0,8:55.0,Kevin Durant,MISS,2.0,18 ft,
47.5 ft,9.26 ft,4.0,7:50.0,Kevin Durant,MAKE,3.0,24 ft,
40.3 ft,24.4 ft,4.0,7:23.0,Kevin Durant,MAKE,3.0,27 ft,
36.8 ft,18.2 ft,4.0,3:47.0,Kevin Durant,MISS,2.0,20 ft,
22.0 ft,13.7 ft,1.0,7:58.0,Kevin Durant,MISS,2.0,11 ft,
25.5 ft,10.7 ft,1.0,4:03.0,Kevin Durant,MAKE,2.0,8 ft,
28.0 ft,17.1 ft,1.0,3:24.0,Kevin Durant,MISS,2.0,14 ft,
24.9 ft,4.58 ft,1.0,2:04.0,Kevin Durant,MAKE,2.0,2 ft,
25.7 ft,9.55 ft,2.0,5:41.0,Kevin Durant,MISS,2.0,7 ft,
12.7 ft,25.8 ft,2.0,5:13.0,Kevin Durant,MAKE,3.0,25 ft,
24.0 ft,14.3 ft,2.0,4:47.0,Kevin Durant,MISS,2.0,11 ft,
17.5 ft,28.8 ft,3.0,11:46.0,Kevin Durant,MISS,3.0,27 ft,
14.7 ft,4.18 ft,3.0,10:55.0,Kevin Durant,MISS,2.0,9 ft,
6.1 ft,22.7 ft,3.0,8:27.0,Kevin Durant,MAKE,3.0,27 ft,
20.7 ft,28.3 ft,3.0,5:50.0,Kevin Durant,MISS,3.0,25 ft,
5.80 ft,13.8 ft,3.0,2:25.0,Kevin Durant,MAKE,2.0,21 ft,
34.3 ft,1.19 ft,4.0,8:04.0,Kevin Durant,MISS,2.0,11 ft,
38.2 ft,24.2 ft,4.0,7:36.0,Kevin Durant,MAKE,3.0,25 ft,
23.7 ft,23.1 ft,4.0,5:45.0,Kevin Durant,MAKE,2.0,20 ft,
11.2 ft,26.3 ft,4.0,3:19.0,Kevin Durant,MAKE,3.0,27 ft,
31.0 ft,10.2 ft,1.0,10:34.0,Kevin Durant,MAKE,2.0,10 ft,
35.6 ft,2.78 ft,1.0,5:22.0,Kevin Durant,MAKE,2.0,12 ft,
35.4 ft,18.1 ft,1.0,4:11.0,Kevin Durant,MISS,2.0,19 ft,
11.8 ft,8.56 ft,1.0,2:54.0,Kevin Durant,MISS,2.0,13 ft,
14.6 ft,8.56 ft,1.0,0:24.0,Kevin Durant,MAKE,2.0,11 ft,
13.4 ft,3.38 ft,2.0,9:02.0,Kevin Durant,MAKE,2.0,11 ft,
34.3 ft,9.75 ft,2.0,6:57.0,Kevin Durant,MISS,2.0,12 ft,
35.6 ft,2.78 ft,2.0,4:56.0,Kevin Durant,MAKE,2.0,12 ft,
0.70 ft,3.38 ft,2.0,4:08.0,Kevin Durant,MISS,3.0,23 ft,
22.2 ft,3.38 ft,2.0,4:02.0,Kevin Durant,MISS,2.0,2 ft,
25.3 ft,6.47 ft,2.0,2:42.0,Kevin Durant,MISS,2.0,3 ft,
7.8 ft,22.1 ft,2.0,1:37.0,Kevin Durant,MISS,3.0,25 ft,
25.9 ft,2.19 ft,3.0,8:57.0,Kevin Durant,MISS,2.0,2 ft,
17.5 ft,3.38 ft,3.0,8:52.0,Kevin Durant,MAKE,2.0,7 ft,
31.8 ft,12.8 ft,3.0,7:00.0,Kevin Durant,MAKE,2.0,12 ft,
24.3 ft,3.28 ft,3.0,6:18.0,Kevin Durant,MISS,2.0,0 ft,
11.8 ft,14.6 ft,3.0,5:53.0,Kevin Durant,MAKE,2.0,17 ft,
24.6 ft,4.77 ft,3.0,3:41.0,Kevin Durant,MISS,2.0,2 ft,
27.4 ft,6.77 ft,3.0,1:23.0,Kevin Durant,MAKE,2.0,5 ft,
32.2 ft,26.8 ft,3.0,0:05.0,Kevin Durant,MAKE,3.0,25 ft,
29.5 ft,6.77 ft,4.0,6:43.0,Kevin Durant,MAKE,2.0,7 ft,
24.2 ft,3.68 ft,4.0,6:24.0,Kevin Durant,MAKE,2.0,0 ft,
42.6 ft,21.9 ft,4.0,5:28.0,Kevin Durant,MISS,3.0,26 ft,
23.7 ft,22.0 ft,4.0,4:37.0,Kevin Durant,MISS,2.0,19 ft,
33.7 ft,7.66 ft,4.0,1:39.0,Kevin Durant,MISS,2.0,11 ft,
21.5 ft,15.2 ft,1.0,8:17.0,Kevin Durant,MISS,2.0,12 ft,
35.0 ft,18.2 ft,1.0,7:24.0,Kevin Durant,MAKE,2.0,19 ft,
15.1 ft,10.0 ft,1.0,6:43.0,Kevin Durant,MISS,2.0,11 ft,
33.0 ft,10.4 ft,1.0,5:09.0,Kevin Durant,MAKE,2.0,12 ft,
33.5 ft,3.68 ft,1.0,0:39.0,Kevin Durant,MAKE,2.0,10 ft,
41.4 ft,22.3 ft,1.0,0:02.0,Kevin Durant,MAKE,3.0,26 ft,
31.4 ft,11.0 ft,2.0,8:30.0,Kevin Durant,MAKE,2.0,11 ft,
35.4 ft,26.6 ft,2.0,4:58.0,Kevin Durant,MAKE,3.0,26 ft,
39.8 ft,26.0 ft,2.0,3:40.0,Kevin Durant,MISS,3.0,28 ft,
24.3 ft,28.7 ft,2.0,1:10.0,Kevin Durant,MAKE,3.0,26 ft,
14.8 ft,11.4 ft,3.0,11:08.0,Kevin Durant,MISS,2.0,12 ft,
34.8 ft,15.6 ft,3.0,8:41.0,Kevin Durant,MAKE,2.0,16 ft,
29.2 ft,27.5 ft,3.0,7:35.0,Kevin Durant,MAKE,3.0,25 ft,
17.7 ft,27.7 ft,3.0,6:49.0,Kevin Durant,MISS,3.0,25 ft,
23.5 ft,7.96 ft,3.0,3:31.0,Kevin Durant,MAKE,2.0,5 ft,
36.3 ft,3.28 ft,3.0,2:16.0,Kevin Durant,MISS,2.0,12 ft,
32.1 ft,20.4 ft,3.0,1:49.0,Kevin Durant,MAKE,2.0,19 ft,
24.0 ft,3.68 ft,3.0,0:04.0,Kevin Durant,MAKE,2.0,0 ft,
19.9 ft,14.5 ft,1.0,9:28.0,Kevin Durant,MISS,2.0,12 ft,
14.2 ft,16.6 ft,1.0,7:12.0,Kevin Durant,MAKE,2.0,17 ft,
19.2 ft,6.97 ft,1.0,6:23.0,Kevin Durant,MISS,2.0,6 ft,
21.5 ft,17.3 ft,1.0,3:45.0,Kevin Durant,MISS,2.0,14 ft,
34.3 ft,27.3 ft,1.0,2:10.0,Kevin Durant,MISS,3.0,26 ft,
20.7 ft,12.5 ft,1.0,1:08.0,Kevin Durant,MISS,2.0,10 ft,
37.3 ft,4.38 ft,1.0,0:35.0,Kevin Durant,MAKE,2.0,13 ft,
32.9 ft,27.0 ft,2.0,5:35.0,Kevin Durant,MISS,3.0,26 ft,
27.3 ft,18.2 ft,2.0,4:38.0,Kevin Durant,MISS,2.0,15 ft,
23.7 ft,12.6 ft,2.0,2:09.0,Kevin Durant,MISS,2.0,9 ft,
23.2 ft,24.0 ft,3.0,11:44.0,Kevin Durant,MISS,2.0,21 ft,
33.8 ft,13.8 ft,3.0,10:57.0,Kevin Durant,MAKE,2.0,15 ft,
32.5 ft,17.9 ft,3.0,10:27.0,Kevin Durant,MISS,2.0,17 ft,
16.1 ft,13.6 ft,3.0,9:39.0,Kevin Durant,MAKE,2.0,13 ft,
31.4 ft,5.47 ft,3.0,9:12.0,Kevin Durant,MISS,2.0,8 ft,
32.4 ft,17.4 ft,3.0,8:02.0,Kevin Durant,MISS,2.0,17 ft,
17.7 ft,29.1 ft,3.0,7:06.0,Kevin Durant,MAKE,3.0,27 ft,
18.7 ft,29.1 ft,3.0,5:02.0,Kevin Durant,MAKE,3.0,27 ft,
22.9 ft,19.9 ft,4.0,9:05.0,Kevin Durant,MISS,2.0,17 ft,
31.4 ft,10.2 ft,4.0,7:42.0,Kevin Durant,MAKE,2.0,10 ft,
38.2 ft,27.2 ft,4.0,6:43.0,Kevin Durant,MISS,3.0,28 ft,
38.2 ft,9.06 ft,4.0,6:09.0,Kevin Durant,MAKE,2.0,15 ft,
24.4 ft,5.97 ft,4.0,4:50.0,Kevin Durant,MISS,2.0,3 ft,
20.8 ft,13.5 ft,4.0,2:25.0,Kevin Durant,MAKE,2.0,11 ft,
21.8 ft,17.2 ft,4.0,1:55.0,Kevin Durant,MAKE,2.0,14 ft,
30.8 ft,30.1 ft,4.0,1:23.0,Kevin Durant,MAKE,3.0,28 ft,
15.9 ft,30.3 ft,4.0,0:00.0,Kevin Durant,MISS,3.0,28 ft,
37.9 ft,7.16 ft,1.0,10:32.0,Kevin Durant,MAKE,2.0,14 ft,
31.4 ft,16.9 ft,1.0,8:17.0,Kevin Durant,MAKE,2.0,16 ft,
33.2 ft,28.8 ft,1.0,6:36.0,Kevin Durant,MISS,3.0,27 ft,
24.8 ft,6.67 ft,1.0,5:22.0,Kevin Durant,MISS,2.0,4 ft,
34.5 ft,3.58 ft,1.0,4:27.0,Kevin Durant,MISS,2.0,11 ft,
32.1 ft,27.7 ft,1.0,2:58.0,Kevin Durant,MAKE,3.0,26 ft,
24.6 ft,4.18 ft,2.0,3:43.0,Kevin Durant,MAKE,2.0,1 ft,
20.2 ft,30.1 ft,2.0,3:19.0,Kevin Durant,MISS,3.0,27 ft,
18.9 ft,5.67 ft,2.0,2:26.0,Kevin Durant,MISS,2.0,6 ft,
36.4 ft,26.8 ft,2.0,0:02.0,Kevin Durant,MISS,3.0,27 ft,
25.7 ft,30.3 ft,3.0,11:03.0,Kevin Durant,MISS,3.0,27 ft,
15.2 ft,7.26 ft,3.0,9:23.0,Kevin Durant,MISS,2.0,10 ft,
24.0 ft,7.26 ft,3.0,7:28.0,Kevin Durant,MISS,2.0,4 ft,
22.0 ft,7.16 ft,3.0,6:29.0,Kevin Durant,MISS,2.0,4 ft,
32.4 ft,21.0 ft,3.0,5:24.0,Kevin Durant,MAKE,2.0,20 ft,
24.7 ft,5.47 ft,3.0,4:49.0,Kevin Durant,MAKE,2.0,2 ft,
24.3 ft,30.6 ft,3.0,3:52.0,Kevin Durant,MISS,3.0,28 ft,
38.4 ft,7.46 ft,3.0,2:51.0,Kevin Durant,MAKE,2.0,15 ft,
16.7 ft,29.6 ft,3.0,2:18.0,Kevin Durant,MISS,3.0,28 ft,
29.7 ft,17.6 ft,3.0,0:40.0,Kevin Durant,MAKE,2.0,16 ft,
31.7 ft,2.58 ft,3.0,0:06.0,Kevin Durant,MAKE,2.0,8 ft,
35.4 ft,17.1 ft,4.0,11:31.0,Kevin Durant,MISS,2.0,18 ft,
26.3 ft,18.2 ft,4.0,10:29.0,Kevin Durant,MISS,2.0,15 ft,
38.3 ft,27.3 ft,4.0,8:04.0,Kevin Durant,MISS,3.0,28 ft,
32.6 ft,20.4 ft,4.0,6:40.0,Kevin Durant,MISS,2.0,19 ft,
26.6 ft,12.7 ft,1.0,11:29.0,Kevin Durant,MAKE,2.0,10 ft,
33.1 ft,26.8 ft,1.0,3:58.0,Kevin Durant,MISS,3.0,25 ft,
34.9 ft,7.76 ft,1.0,1:54.0,Kevin Durant,MAKE,2.0,12 ft,
46.8 ft,7.76 ft,1.0,1:27.0,Kevin Durant,MISS,3.0,23 ft,
24.0 ft,28.1 ft,2.0,11:26.0,Kevin Durant,MAKE,3.0,25 ft,
24.8 ft,4.08 ft,2.0,9:25.0,Kevin Durant,MISS,2.0,1 ft,
10.9 ft,25.0 ft,2.0,8:01.0,Kevin Durant,MISS,3.0,26 ft,
16.4 ft,4.58 ft,2.0,7:14.0,Kevin Durant,MAKE,2.0,8 ft,
34.3 ft,3.68 ft,2.0,3:33.0,Kevin Durant,MAKE,2.0,10 ft,
32.2 ft,4.87 ft,2.0,2:23.0,Kevin Durant,MAKE,2.0,8 ft,
23.7 ft,2.68 ft,3.0,6:18.0,Kevin Durant,MAKE,2.0,1 ft,
22.2 ft,3.88 ft,3.0,3:25.0,Kevin Durant,MAKE,2.0,2 ft,
24.4 ft,3.78 ft,3.0,1:07.0,Kevin Durant,MAKE,2.0,1 ft,
23.9 ft,3.78 ft,3.0,0:31.0,Kevin Durant,MAKE,2.0,1 ft,
18.0 ft,16.8 ft,4.0,11:17.0,Kevin Durant,MAKE,2.0,15 ft,
30.5 ft,13.3 ft,4.0,10:53.0,Kevin Durant,MAKE,2.0,12 ft,
24.8 ft,29.6 ft,4.0,8:36.0,Kevin Durant,MAKE,3.0,27 ft,
33.7 ft,28.0 ft,4.0,7:54.0,Kevin Durant,MAKE,3.0,27 ft,
11.6 ft,26.2 ft,4.0,7:13.0,Kevin Durant,MISS,3.0,26 ft,
11.0 ft,12.6 ft,4.0,5:05.0,Kevin Durant,MAKE,2.0,16 ft,
18.7 ft,13.6 ft,4.0,1:58.0,Kevin Durant,MISS,2.0,12 ft,
32.1 ft,27.8 ft,4.0,0:50.0,Kevin Durant,MAKE,3.0,26 ft,
23.3 ft,29.3 ft,4.0,0:27.0,Kevin Durant,MISS,3.0,26 ft,
14.2 ft,16.1 ft,1.0,9:44.0,Kevin Durant,MAKE,2.0,16 ft,
41.5 ft,6.17 ft,1.0,6:50.0,Kevin Durant,MISS,2.0,18 ft,
10.7 ft,27.8 ft,1.0,6:23.0,Kevin Durant,MISS,3.0,28 ft,
28.5 ft,14.5 ft,1.0,5:49.0,Kevin Durant,MAKE,2.0,12 ft,
25.1 ft,4.58 ft,1.0,5:20.0,Kevin Durant,MAKE,2.0,2 ft,
31.2 ft,21.4 ft,1.0,4:34.0,Kevin Durant,MISS,2.0,20 ft,
17.7 ft,6.87 ft,1.0,3:31.0,Kevin Durant,MISS,2.0,7 ft,
24.3 ft,4.38 ft,1.0,2:43.0,Kevin Durant,MAKE,2.0,1 ft,
16.5 ft,9.55 ft,1.0,0:50.0,Kevin Durant,MAKE,2.0,10 ft,
21.0 ft,14.7 ft,2.0,11:33.0,Kevin Durant,MISS,2.0,12 ft,
36.3 ft,5.47 ft,2.0,10:19.0,Kevin Durant,MISS,2.0,13 ft,
6.7 ft,24.5 ft,2.0,3:03.0,Kevin Durant,MAKE,3.0,28 ft,
39.8 ft,4.28 ft,2.0,2:31.0,Kevin Durant,MISS,2.0,16 ft,
22.7 ft,31.1 ft,2.0,1:05.0,Kevin Durant,MISS,3.0,28 ft,
31.7 ft,29.1 ft,2.0,0:00.0,Kevin Durant,MISS,3.0,27 ft,
32.8 ft,15.7 ft,3.0,10:19.0,Kevin Durant,MAKE,2.0,15 ft,
13.8 ft,12.5 ft,3.0,6:15.0,Kevin Durant,MAKE,2.0,14 ft,
34.0 ft,3.88 ft,3.0,4:59.0,Kevin Durant,MAKE,2.0,10 ft,
21.8 ft,15.6 ft,3.0,4:16.0,Kevin Durant,MAKE,2.0,13 ft,
35.9 ft,7.76 ft,3.0,3:38.0,Kevin Durant,MISS,2.0,13 ft,
32.4 ft,13.1 ft,3.0,2:53.0,Kevin Durant,MAKE,2.0,13 ft,
23.7 ft,5.27 ft,3.0,2:13.0,Kevin Durant,MAKE,2.0,2 ft,
17.7 ft,14.1 ft,3.0,0:06.0,Kevin Durant,MISS,2.0,13 ft,
35.6 ft,26.8 ft,4.0,11:34.0,Kevin Durant,MISS,3.0,26 ft,
16.8 ft,27.2 ft,4.0,10:25.0,Kevin Durant,MAKE,3.0,25 ft,
42.6 ft,24.4 ft,4.0,9:52.0,Kevin Durant,MISS,3.0,28 ft,
25.0 ft,4.18 ft,4.0,9:36.0,Kevin Durant,MAKE,2.0,1 ft,
30.9 ft,28.6 ft,4.0,6:42.0,Kevin Durant,MISS,3.0,26 ft,
23.7 ft,3.08 ft,4.0,6:02.0,Kevin Durant,MAKE,2.0,0 ft,
12.4 ft,10.7 ft,4.0,5:03.0,Kevin Durant,MISS,2.0,14 ft,
14.7 ft,13.2 ft,1.0,10:25.0,Kevin Durant,MAKE,2.0,14 ft,
9.1 ft,24.5 ft,1.0,10:02.0,Kevin Durant,MAKE,3.0,26 ft,
44.0 ft,18.9 ft,1.0,8:46.0,Kevin Durant,MISS,3.0,25 ft,
24.7 ft,18.3 ft,1.0,5:12.0,Kevin Durant,MISS,2.0,15 ft,
27.8 ft,7.96 ft,1.0,4:04.0,Kevin Durant,MISS,2.0,6 ft,
25.9 ft,10.7 ft,1.0,2:13.0,Kevin Durant,MAKE,2.0,8 ft,
37.0 ft,5.37 ft,1.0,0:37.0,Kevin Durant,MAKE,2.0,13 ft,
18.7 ft,28.0 ft,2.0,11:33.0,Kevin Durant,MAKE,3.0,25 ft,
9.6 ft,24.4 ft,2.0,11:06.0,Kevin Durant,MISS,3.0,26 ft,
28.7 ft,12.0 ft,2.0,7:11.0,Kevin Durant,MISS,2.0,10 ft,
38.8 ft,4.18 ft,2.0,5:09.0,Kevin Durant,MISS,2.0,15 ft,
9.6 ft,24.6 ft,2.0,3:34.0,Kevin Durant,MAKE,3.0,26 ft,
14.4 ft,10.2 ft,2.0,2:56.0,Kevin Durant,MAKE,2.0,12 ft,
34.9 ft,4.08 ft,2.0,1:15.0,Kevin Durant,MAKE,2.0,11 ft,
1.2 ft,14.0 ft,3.0,11:36.0,Kevin Durant,MISS,3.0,25 ft,
23.7 ft,12.6 ft,3.0,9:57.0,Kevin Durant,MAKE,2.0,9 ft,
44.1 ft,19.2 ft,3.0,8:28.0,Kevin Durant,MAKE,3.0,26 ft,
19.4 ft,28.8 ft,3.0,8:04.0,Kevin Durant,MISS,3.0,26 ft,
24.3 ft,2.88 ft,3.0,0:02.0,Kevin Durant,MAKE,2.0,0 ft,
38.7 ft,31.9 ft,4.0,8:07.0,Kevin Durant,MISS,3.0,32 ft,
7.5 ft,13.1 ft,4.0,8:01.0,Kevin Durant,MAKE,2.0,19 ft,
26.0 ft,4.18 ft,4.0,7:16.0,Kevin Durant,MISS,2.0,2 ft,
24.2 ft,3.88 ft,4.0,7:03.0,Kevin Durant,MISS,2.0,1 ft,
23.9 ft,4.38 ft,4.0,5:39.0,Kevin Durant,MAKE,2.0,1 ft,
39.4 ft,23.0 ft,4.0,3:07.0,Kevin Durant,MISS,3.0,25 ft,
27.9 ft,10.5 ft,4.0,2:10.0,Kevin Durant,MAKE,2.0,8 ft,
25.9 ft,3.58 ft,4.0,1:45.0,Kevin Durant,MAKE,2.0,2 ft,
8.9 ft,8.96 ft,4.0,0:49.0,Kevin Durant,MISS,2.0,16 ft,
31.7 ft,2.68 ft,4.0,0:42.0,Kevin Durant,MAKE,2.0,8 ft,
37.2 ft,22.5 ft,4.0,0:01.0,Kevin Durant,MAKE,2.0,23 ft,
21.9 ft,15.6 ft,1.0,9:42.0,Kevin Durant,MAKE,2.0,13 ft,
26.1 ft,4.68 ft,1.0,7:49.0,Kevin Durant,MAKE,2.0,3 ft,
23.7 ft,14.0 ft,1.0,7:00.0,Kevin Durant,MISS,2.0,11 ft,
2.19 ft,17.4 ft,1.0,5:22.0,Kevin Durant,MISS,3.0,26 ft,
38.8 ft,25.2 ft,1.0,5:04.0,Kevin Durant,MISS,3.0,27 ft,
17.2 ft,4.68 ft,1.0,3:37.0,Kevin Durant,MISS,2.0,7 ft,
25.7 ft,30.3 ft,2.0,6:04.0,Kevin Durant,MISS,3.0,27 ft,
23.7 ft,5.17 ft,2.0,4:18.0,Kevin Durant,MISS,2.0,2 ft,
17.1 ft,4.87 ft,2.0,3:50.0,Kevin Durant,MAKE,2.0,7 ft,
33.0 ft,27.8 ft,2.0,3:22.0,Kevin Durant,MAKE,3.0,26 ft,
18.0 ft,6.37 ft,2.0,2:45.0,Kevin Durant,MAKE,2.0,7 ft,
19.7 ft,10.7 ft,2.0,0:12.0,Kevin Durant,MISS,2.0,9 ft,
11.6 ft,12.8 ft,3.0,11:22.0,Kevin Durant,MAKE,2.0,16 ft,
15.7 ft,15.6 ft,3.0,8:52.0,Kevin Durant,MAKE,2.0,15 ft,
23.7 ft,24.1 ft,3.0,7:08.0,Kevin Durant,MAKE,2.0,21 ft,
24.0 ft,30.6 ft,3.0,6:41.0,Kevin Durant,MAKE,3.0,28 ft,
32.8 ft,12.6 ft,3.0,6:14.0,Kevin Durant,MISS,2.0,13 ft,
40.8 ft,25.8 ft,3.0,4:07.0,Kevin Durant,MISS,3.0,28 ft,
